"Mental Condition","Symptoms","Recommended Treatments","Medications","Dosage","Advanced Remedies"
"Sexual Dysfunction (Psychogenic)","lack of desire; arousal difficulties; performance anxiety; distress [ICD-10: F52.9, ICD-11: HA00, DSM-5: 302.70]","Couples counseling; Cognitive Behavioral Therapy (CBT) - 8-16 sessions; Sex therapy; Sensate focus; Psychoeducation; Mindfulness","None Typically; Sildenafil 50mg (Rx - Kamagra, Penegra, Silagra - physiological)","Sildenafil (if physiological): 25-100mg as needed (take 1 hour before activity; max once daily)","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: Curb the anxious, performance-focused mind by practicing detachment (Vairagya) from the outcome during intimacy."
"Sexual Dysfunction (Psychogenic)","lack of desire; arousal difficulties; performance anxiety; distress [ICD-10: F52.9, ICD-11: HA00, DSM-5: 302.70]","Couples counseling; Cognitive Behavioral Therapy (CBT) - 8-16 sessions; Sex therapy; Sensate focus; Psychoeducation; Mindfulness","None Typically; Sildenafil 50mg (Rx - Kamagra, Penegra, Silagra - physiological)","Sildenafil (if physiological): 25-100mg as needed (take 1 hour before activity; max once daily)","[Gita, Ch 18, V 66] Abandon all varieties of religion and just surrender unto Me. Insight: Surrender the fight for control and the demand for performance, trusting in the natural process of connection."
"Sexual Dysfunction (Psychogenic)","lack of desire; arousal difficulties; performance anxiety; distress [ICD-10: F52.9, ICD-11: HA00, DSM-5: 302.70]","Couples counseling; Cognitive Behavioral Therapy (CBT) - 8-16 sessions; Sex therapy; Sensate focus; Psychoeducation; Mindfulness","None Typically; Sildenafil 50mg (Rx - Kamagra, Penegra, Silagra - physiological)","Sildenafil (if physiological): 25-100mg as needed (take 1 hour before activity; max once daily)","[Gita, Ch 16, V 21] There are three gates leading to this hell—lust, anger and greed. Insight: Performance anxiety is rooted in lust (Kama) for a desired result. Close the gate of lust."
"Sexual Trauma (Perpetrator)","compulsive behavior; lack of empathy; denial; minimization; history of abuse [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Specialized offender therapy (e.g., psychoeducational, cognitive-behavioral); Cognitive Behavioral Therapy (CBT) - 30-60 sessions; Relapse prevention; Group therapy; Medication for impulse control/comorbid conditions","SSRIs (Fluoxetine) 40mg (Rx - Prodep, Fludac, Nuzak); Anti-Androgens (Medroxyprogesterone) 10mg (Rx - Depo-Provera, Provera - depot injection); Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex)","Fluoxetine: 20-80mg daily (initial 20mg, increase to 40-60mg; max 80mg; response 4-8 weeks); Medroxyprogesterone: 10-60mg daily or 150mg IM every 1-3 months (monitor for side effects); Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function)","[Gita, Ch 16, V 21] There are three gates leading to this hell—lust, anger and greed. Insight: The harmful behavior is driven by lust (Kama) and a profound lack of self-control. Closing these gates requires rigorous self-discipline, complete honesty, and a committed therapeutic process."
"Sexual Trauma (Perpetrator)","compulsive behavior; lack of empathy; denial; minimization; history of abuse [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Specialized offender therapy (e.g., psychoeducational, cognitive-behavioral); Cognitive Behavioral Therapy (CBT) - 30-60 sessions; Relapse prevention; Group therapy; Medication for impulse control/comorbid conditions","SSRIs (Fluoxetine) 40mg (Rx - Prodep, Fludac, Nuzak); Anti-Androgens (Medroxyprogesterone) 10mg (Rx - Depo-Provera, Provera - depot injection); Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex)","Fluoxetine: 20-80mg daily (initial 20mg, increase to 40-60mg; max 80mg; response 4-8 weeks); Medroxyprogesterone: 10-60mg daily or 150mg IM every 1-3 months (monitor for side effects); Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function)","[Gita, Ch 17, V 14] Austerity of the body consists in worship... and non-violence. Insight: The entire therapeutic and rehabilitative practice is based on cultivating non-violence (Ahimsa) toward others, which begins with acknowledging the harm caused and developing genuine remorse. This is the foundational austerity."
"Sexual Trauma (Perpetrator)","compulsive behavior; lack of empathy; denial; minimization; history of abuse [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Specialized offender therapy (e.g., psychoeducational, cognitive-behavioral); Cognitive Behavioral Therapy (CBT) - 30-60 sessions; Relapse prevention; Group therapy; Medication for impulse control/comorbid conditions","SSRIs (Fluoxetine) 40mg (Rx - Prodep, Fludac, Nuzak); Anti-Androgens (Medroxyprogesterone) 10mg (Rx - Depo-Provera, Provera - depot injection); Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex)","Fluoxetine: 20-80mg daily (initial 20mg, increase to 40-60mg; max 80mg; response 4-8 weeks); Medroxyprogesterone: 10-60mg daily or 150mg IM every 1-3 months (monitor for side effects); Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function)","[Gita, Ch 16, V 4] The demonic qualities are pride, arrogance, conceit, anger, harshness, and ignorance. Insight: Denial and minimization are rooted in pride and ignorance. The path of healing requires cultivating the opposite qualities: humility (Amanitvam), truthfulness (Satyam), and a clear-eyed acceptance of reality."
"Sexual Trauma (Perpetrator)","compulsive behavior; lack of empathy; denial; minimization; history of abuse [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Specialized offender therapy (e.g., psychoeducational, cognitive-behavioral); Cognitive Behavioral Therapy (CBT) - 30-60 sessions; Relapse prevention; Group therapy; Medication for impulse control/comorbid conditions","SSRIs (Fluoxetine) 40mg (Rx - Prodep, Fludac, Nuzak); Anti-Androgens (Medroxyprogesterone) 10mg (Rx - Depo-Provera, Provera - depot injection); Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex)","Fluoxetine: 20-80mg daily (initial 20mg, increase to 40-60mg; max 80mg; response 4-8 weeks); Medroxyprogesterone: 10-60mg daily or 150mg IM every 1-3 months (monitor for side effects); Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function)","[Gita, Ch 18, V 45] Man attains perfection by worshiping... through performance of his own work. Insight: The profound 'work' (Dharma) for the perpetrator is the process of repentance, deep self-reform, taking full responsibility, and, where appropriate and possible, making amends. This difficult path, undertaken with sincerity, is a profound act of spiritual devotion and the only way to true atonement."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 17, V 15] Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others. Insight: Focus on speaking truth kindly. If your words are 'anudvega-karam' (not agitating), you need not fear social interaction. Speak to benefit, not to impress."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 6, V 32] He who sees with true vision knows that the happiness and distress of others is the same as his own. Insight: Shift focus from self-consciousness to empathy for others (seeing them as yourself). This dissolves fear of judgment."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 2, V 3] Do not yield to this degrading impotence. It does not become you. Insight: Firmly reject the impulse to avoid social situations; avoidance is the 'degrading impotence' that binds the self."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 12, V 18] One who is equal to friends and enemies, who is equipoised in honor and dishonor... is very dear to Me. Insight: Detach from the need for social honor or praise (equipoise). When you stop seeking approval, the fear lessens."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 18, V 37] That happiness which is derived from connection of the senses with their objects... is said to be in the mode of passion. Insight: Avoid seeking happiness only in social acceptance (passion-driven connection); seek deeper, inner joy."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 16, V 3] The qualities of those who are godly are fearlessness, purification of one's existence, and cultivation of knowledge. Insight: Cultivate fearlessness (Abhayam) and purification (Saucha) by focusing on sincere presence rather than performance."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 3, V 27] The spirit soul bewildered by the influence of false ego thinks himself the doer of activities. Insight: Self-consciousness is rooted in false ego (Ahankara). Realize that your social 'performance' is influenced by nature (modes) and is not solely your burden."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 10, V 10] To those who are constantly devoted to serving Me with love, I give the understanding by which they can come to Me. Insight: Shift from seeking social approval to acting with devotion/kindness. This sincere intention brings true understanding and ease."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 7, V 14] This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. Insight: The fear is a powerful, difficult force. Surrender the struggle to control the fear and focus on the external guidance (CBT/Skills Training)."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Abandon attachment to social approval/performance (success/failure). Focus on acting with equanimity (Samatvam)."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 12, V 18] One who is equal to friends and enemies, who is equipoised in honor and dishonor. Insight: Practice indifference to social praise (honor) and criticism (dishonor). This neutrality frees you from self-consciousness."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 17, V 15] Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others. Insight: Focus on delivering truthful, beneficial speech, not worrying about the *feeling* of the performance."
"Social Anxiety Disorder","fear of social situations; avoidance; embarrassment; self-consciousness [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure - 12-16 sessions; Social skills training; Group CBT; Acceptance and Commitment Therapy (ACT); Mindfulness-based stress reduction","Paroxetine 20mg (Rx - Paxil, Parotab, Xet); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Paroxetine: 20-50mg daily (initial 20mg, increase by 10mg every 2 weeks; max 50mg; take in morning); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 18, V 46] By worship of the Lord, who is the source of all beings... a man can attain perfection through performance of his own work. Insight: Social interaction is your current 'work.' Attain perfection by performing it as a sincere duty (Dharma)."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 13, V 3] You should understand that I am also the knower in all bodies. Insight: The symptom is in the body ('Field'), but the awareness ('Knower') is separate. Identify with the awareness, not the physical symptom."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 2, V 14] The nonpermanent appearance of happiness and distress, and their disappearance in due course, are like the appearance and disappearance of winter and summer seasons. Insight: The physical distress is a temporary 'season' of the body; learn to tolerate it without being disturbed."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 6, V 26] From wherever the mind wanders due to its flickering and unsteady nature, one must certainly withdraw it and bring it back under the control of the Self. Insight: Excessive thoughts about the symptoms (wandering mind) must be gently redirected to the present moment or the Self."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 18, V 40] There is no being existing... which is freed from the three modes of nature. Insight: Perfect health and freedom from all distress are not possible in a material body. Acceptance reduces the excessive anxiety over symptoms."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 18, V 61] The Supreme Lord is situated in everyone's heart... directing the wanderings of all living entities. Insight: Trust that an inner, stabilizing force is present (Supersoul) that is directing the body/mind's experiences. You are not alone in the symptom."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 14, V 9] The mode of ignorance (Tamas) causes delusion and binds the soul. Insight: Excessive focus and anxiety over the body's condition (attachment) is Tamasic. Cultivate goodness (Sattva) by focusing on service and knowledge."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 17, V 16] Silence, self-control, simplicity, and purity of purpose are the austerity of the mind. Insight: Practice mental austerity (Tapas) by maintaining silence and self-control when symptoms flare up, reducing mental agitation."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 7, V 5] Besides these, O mighty-armed Arjuna, there is another superior energy of Mine, which comprises the living entities who are exploiting the resources of this material, inferior nature. Insight: Recognize your superior, non-physical energy (the soul) which is never bound or afflicted by the somatic distress."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 2, V 13] As the embodied soul continuously passes... from boyhood to youth to old age, the soul similarly passes into another body at death. Insight: The body is a temporary container that changes. The symptoms are part of its change, not a threat to the eternal Self."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 18, V 47] It is better to engage in one's own occupation, even though one may perform it imperfectly. Insight: Focus on the duty (daily life) and perform it, even if imperfectly, while experiencing the symptom."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 4, V 39] A faithful man who is dedicated to transcendental knowledge and who subdues his senses attains knowledge. Insight: Faith (Shraddha) in the non-threatening nature of the symptom subdues the anxious reaction (senses) and brings peace."
"Somatic Symptom Disorder","distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Relaxation techniques; Mindfulness; Psychoeducation; Medication for associated anxiety","None Typically; SSRIs (for anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 12, V 14] One who is always satisfied and engaged in devotional service with determination. Insight: Find satisfaction (Santosha) despite the symptoms, and engage determinedly in selfless action (service)."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Acceptance and Commitment Therapy (ACT); Medication for associated anxiety/depression","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; take morning or evening)","[Gita, Ch 13, V 3] You should understand that I am also the knower in all bodies. Insight: The body is the 'Field' (Kshetra) of symptoms. The 'Knower' (Consciousness) is the detached witness. By focusing on being the witness of the symptoms, rather than identifying with them, you can find a place of peace that is not disturbed by the body's distress."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Acceptance and Commitment Therapy (ACT); Medication for associated anxiety/depression","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; take morning or evening)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Practice equanimity (Samatvam) regarding the body's symptoms. Focus on your duty (Dharma) in the world—your work, your relationships, your self-care—and perform it despite the discomfort, rather than letting your life be ruled by the symptoms."
